bar,open,close,low,high,volume,length,timestamp
2030,95112.1,95028.7,95028.7,95117.3,10.548802,546,2025-04-30
2031,95028.7,95000.0,95000.0,95028.7,10.336464,518,2025-04-30
2032,95000.0,94969.5,94969.5,95033.5,10.552976,670,2025-04-30
2033,94969.5,94993.1,94969.5,95001.3,10.456079,625,2025-04-30
2034,94993.1,94999.6,94993.1,95021.7,10.752665,361,2025-04-30
2035,94999.6,95083.7,94999.6,95094.1,10.498463000000001,544,2025-04-30
2036,95083.7,95101.7,95066.3,95109.2,10.520142,578,2025-04-30
2037,95101.7,95175.4,95099.8,95175.5,10.464599,811,2025-04-30
2038,95175.4,95134.8,95130.0,95179.9,10.57129,558,2025-04-30
2039,95134.8,95095.0,95091.5,95134.8,10.523502,448,2025-04-30
2040,95093.9,95032.4,95022.4,95101.3,10.507693,656,2025-04-30
2041,95032.4,95017.1,95008.5,95032.4,10.394452,288,2025-04-30
2042,95017.1,94987.2,94987.2,95017.1,10.615498,219,2025-04-30
2043,94986.7,95016.3,94980.1,95022.6,10.544753,559,2025-04-30
2044,95015.3,94980.2,94980.2,95015.3,9.728761,506,2025-04-30
2045,94980.1,95021.3,94951.9,95021.3,11.352181,424,2025-04-30
2046,95021.3,94971.9,94951.3,95021.3,10.539229,368,2025-04-30
2047,94971.9,94995.9,94958.1,95000.9,10.462325,353,2025-04-30
2048,94994.3,94979.1,94948.0,94994.3,10.511187,350,2025-04-30
2049,94978.5,94937.6,94934.4,94978.5,10.604751,511,2025-04-30
2050,94937.6,94969.4,94934.6,94970.6,10.377531,632,2025-04-30
2051,94969.4,94960.8,94942.7,94969.5,10.626588,567,2025-04-30
2052,94960.9,94957.2,94936.4,94989.3,10.488393,604,2025-04-30
2053,94955.7,94962.6,94921.3,94962.7,10.563094,795,2025-04-30
2054,94962.6,95006.8,94936.0,95022.0,10.58461,852,2025-04-30
2055,95006.8,94990.6,94977.7,95068.7,10.553164,1259,2025-04-30
2056,94990.6,94968.6,94964.7,95001.1,10.521056,736,2025-04-30
2057,94968.6,94926.8,94926.8,95005.1,10.505831,781,2025-04-30
2058,94926.8,94947.1,94902.2,94964.6,10.555294,1022,2025-04-30
2059,94947.1,94939.5,94902.4,94973.8,10.467885,1121,2025-04-30
2060,94939.4,94883.7,94877.6,94939.4,10.476856,523,2025-04-30
2061,94883.7,94918.2,94883.7,94956.6,10.663306,771,2025-04-30
2062,94918.2,94891.1,94890.7,94947.3,10.529118,813,2025-04-30
2063,94891.1,94978.9,94891.1,94995.8,10.54051,1037,2025-04-30
2064,94978.9,94957.6,94916.0,95000.8,10.528059,1217,2025-04-30
2065,94957.6,94921.6,94921.6,94965.2,10.533969,1161,2025-04-30
2066,94921.6,94960.7,94900.3,94960.8,10.368475,910,2025-04-30
2067,94960.7,95000.0,94938.3,95000.0,10.384101,757,2025-04-30
2068,95000.0,94971.2,94967.2,95025.3,10.841517,791,2025-04-30
2069,94971.2,94938.6,94904.4,94971.2,10.536299,834,2025-04-30
2070,94938.6,94980.0,94919.7,94980.0,9.968712,877,2025-04-30
2071,94980.0,94989.5,94980.0,95000.0,10.62201,375,2025-04-30
2072,94989.0,95043.7,94955.6,95043.7,10.986559,1007,2025-04-30
2073,95043.7,95056.3,95039.2,95077.2,10.516162,600,2025-04-30
2074,95056.3,95057.6,95013.4,95064.0,10.537124,706,2025-04-30
2075,95056.7,95041.8,95021.1,95056.7,10.518543,663,2025-04-30
2076,95041.8,95078.9,95041.8,95089.0,10.474052,488,2025-04-30
2077,95079.4,95012.9,95012.8,95085.5,10.560303,787,2025-04-30
2078,95012.8,94973.9,94957.9,95012.9,10.529959,809,2025-04-30
2079,94973.9,94981.7,94954.5,94981.7,10.481862,629,2025-04-30
2080,94981.7,94961.0,94945.3,94999.3,10.422267,651,2025-04-30
2081,94961.2,94954.6,94941.4,94980.9,10.682216,712,2025-04-30
2082,94954.6,95035.7,94954.6,95035.7,10.327642,872,2025-04-30
2083,95035.7,95030.0,95030.0,95057.3,10.53971,608,2025-04-30
2084,95030.0,95011.9,94995.8,95030.0,10.690464,675,2025-04-30
2085,95012.0,95042.3,95012.0,95051.3,10.545999,670,2025-04-30
2086,95042.3,95056.1,95006.5,95059.8,10.521161,692,2025-04-30
2087,95056.0,95120.0,95056.0,95120.0,10.516263,548,2025-04-30
2088,95119.9,95064.0,95055.2,95120.0,10.492663,690,2025-04-30
2089,95064.2,95037.2,95009.7,95071.5,10.54297,864,2025-04-30
2090,95037.2,95113.0,95034.6,95116.4,10.33377,714,2025-04-30
2091,95113.0,95050.0,95025.5,95120.0,10.69191,1001,2025-04-30
2092,95050.0,95071.8,95035.3,95076.0,10.486313,920,2025-04-30
2093,95071.8,95070.5,95058.3,95079.7,10.562423,591,2025-04-30
2094,95070.6,95061.0,95042.2,95079.7,10.504804,656,2025-04-30
2095,95061.3,94977.8,94977.8,95062.6,10.522247,1080,2025-04-30
2096,94977.7,95061.0,94976.3,95071.8,10.538708,1262,2025-04-30
2097,95061.0,95046.5,95041.1,95069.2,10.482444,912,2025-04-30
2098,95046.5,94985.5,94962.0,95046.5,10.556534,836,2025-04-30
2099,94985.5,94984.3,94965.3,94991.9,10.482654,794,2025-04-30
2100,94984.3,95019.0,94984.3,95056.1,10.585839,1410,2025-04-30
2101,95019.1,94916.4,94916.4,95019.1,10.380078000000001,1062,2025-04-30
2102,94916.3,94917.4,94902.0,94929.3,10.649001,678,2025-04-30
2103,94917.5,94920.5,94907.4,94944.8,10.417241,1139,2025-04-30
2104,94920.5,94914.5,94914.5,94942.7,10.422346000000001,516,2025-04-30
2105,94914.3,94929.1,94882.4,94929.2,10.796051,654,2025-04-30
2106,94929.2,94918.5,94891.3,94930.2,10.490034,893,2025-04-30
2107,94918.5,94919.9,94916.6,94936.4,10.490823,735,2025-04-30
2108,94919.9,94896.0,94890.7,94939.8,10.148338,774,2025-04-30
2109,94896.0,94869.9,94852.6,94896.0,11.010386,717,2025-04-30
2110,94869.9,94907.9,94855.9,94912.6,10.382018,919,2025-04-30
2111,94907.9,94979.1,94894.7,94979.1,10.608958,1047,2025-04-30
2112,94979.1,94957.2,94957.2,94983.8,10.611604,502,2025-04-30
2113,94956.7,94901.9,94873.7,94969.7,10.490277,751,2025-04-30
2114,94902.1,94918.7,94874.0,94920.3,10.499121,1128,2025-04-30
2115,94918.7,94884.7,94883.7,94920.7,10.619375,583,2025-04-30
2116,94884.7,94930.3,94882.9,94930.4,10.48157,908,2025-04-30
2117,94930.3,94957.3,94926.2,94963.7,10.591156,672,2025-04-30
2118,94957.3,94905.8,94905.8,94968.2,10.501078,915,2025-04-30
2119,94905.7,94854.9,94854.9,94909.9,10.576863,837,2025-04-30
2120,94855.0,94818.0,94818.0,94855.0,10.514168,824,2025-04-30
2121,94818.0,94862.6,94818.0,94862.7,10.572140000000001,472,2025-04-30
2122,94862.6,94815.4,94815.4,94862.7,9.684055,594,2025-04-30
2123,94815.0,94800.0,94800.0,94815.0,9.981279,88,2025-04-30
2124,94800.0,94789.0,94789.0,94811.0,11.981396,708,2025-04-30
2125,94789.0,94785.7,94785.2,94802.8,10.451653,757,2025-04-30
2126,94785.7,94836.8,94770.8,94836.8,10.584945,1012,2025-04-30
2127,94836.8,94807.5,94807.5,94836.8,10.517384,781,2025-04-30
2128,94807.5,94768.6,94763.3,94807.6,10.646341,856,2025-04-30
2129,94768.6,94802.8,94763.7,94823.6,10.374873000000001,877,2025-04-30
2130,94802.8,94815.6,94802.8,94857.1,10.713175,939,2025-04-30
2131,94815.6,94782.7,94782.7,94823.4,10.550066,1246,2025-04-30
2132,94782.7,94762.8,94750.0,94782.7,10.507306,484,2025-04-30
2133,94762.8,94792.7,94757.2,94792.7,10.523946,703,2025-04-30
2134,94792.7,94857.9,94792.7,94865.1,10.545350000000001,709,2025-04-30
2135,94857.9,94870.0,94847.5,94870.0,10.207554,459,2025-04-30
2136,94870.0,94886.8,94851.9,94886.9,10.93955,520,2025-04-30
2137,94886.8,94807.3,94804.8,94886.8,10.532036,906,2025-04-30
2138,94807.3,94810.2,94779.6,94818.2,10.571715,1070,2025-04-30
2139,94810.2,94776.9,94765.3,94815.5,10.199693,653,2025-04-30
2140,94776.5,94709.7,94706.4,94776.5,10.799917,519,2025-04-30
2141,94709.7,94700.0,94700.0,94724.1,10.27931,463,2025-04-30
2142,94700.0,94682.7,94666.52,94700.0,10.947558,412,2025-04-30
2143,94682.7,94678.7,94669.2,94710.0,10.559773,910,2025-04-30
2144,94678.7,94643.1,94643.1,94680.9,10.554325,1027,2025-04-30
2145,94643.1,94633.1,94630.2,94661.7,10.527755,1171,2025-04-30
2146,94633.1,94600.0,94600.0,94633.1,8.486434000000001,637,2025-04-30
2147,94600.0,94578.6,94578.5,94600.0,12.687551,779,2025-04-30
2148,94578.6,94552.5,94528.0,94596.3,10.561913,1474,2025-04-30
2149,94552.4,94559.9,94522.3,94582.3,10.601926,1168,2025-04-30
2150,94559.9,94610.8,94559.9,94629.8,10.377141,753,2025-04-30
2151,94610.8,94646.3,94610.7,94646.3,10.757218,650,2025-04-30
2152,94646.4,94598.3,94598.1,94649.8,10.449865,936,2025-04-30
2153,94598.3,94651.5,94598.3,94658.6,10.692558,859,2025-04-30
2154,94651.5,94603.0,94583.1,94665.8,10.563237,958,2025-04-30
2155,94603.1,94585.4,94564.3,94635.0,10.538388,1123,2025-04-30
2156,94585.4,94701.0,94585.4,94701.0,10.575524,942,2025-04-30
2157,94701.6,94746.9,94692.3,94747.0,10.584278,1183,2025-04-30
2158,94747.0,94773.4,94746.9,94821.7,10.540737,1063,2025-04-30
2159,94773.5,94738.2,94714.6,94778.9,10.550729,1065,2025-04-30
2160,94738.3,94612.0,94612.0,94738.3,10.570901,1593,2025-04-30
2161,94612.1,94549.6,94549.6,94620.4,10.392381,911,2025-04-30
2162,94549.6,94588.5,94531.1,94627.5,10.743004,1156,2025-04-30
2163,94588.2,94606.3,94533.5,94606.3,10.589453,1083,2025-04-30
2164,94606.3,94630.0,94586.5,94630.0,10.557535,533,2025-04-30
2165,94630.0,94611.4,94600.1,94653.6,10.519147,1066,2025-04-30
2166,94611.4,94607.6,94607.6,94657.9,10.607865,1077,2025-04-30
2167,94607.6,94676.6,94600.0,94676.6,10.573126,1212,2025-04-30
2168,94676.8,94700.9,94676.8,94733.2,10.538881,1140,2025-04-30
2169,94700.9,94715.0,94700.8,94752.1,10.57905,1287,2025-04-30
2170,94716.1,94798.4,94716.1,94798.4,10.560299,1338,2025-04-30
2171,94798.4,94796.8,94793.7,94818.1,10.53076,549,2025-04-30
2172,94796.9,94717.2,94717.2,94803.2,10.569985,906,2025-04-30
2173,94717.2,94688.6,94670.6,94737.1,10.415742,1594,2025-04-30
2174,94688.5,94733.0,94674.5,94733.1,10.692601,1193,2025-04-30
2175,94733.0,94747.4,94692.2,94747.4,10.548194,1403,2025-04-30
2176,94747.4,94808.1,94743.5,94814.3,10.39157,646,2025-04-30
2177,94808.3,94838.6,94807.8,94848.2,10.714569000000001,1020,2025-04-30
2178,94838.7,94888.6,94838.7,94923.6,10.533409,855,2025-04-30
2179,94888.6,94876.1,94866.0,94888.6,10.454648,193,2025-04-30
2180,94876.2,94953.2,94876.2,94965.3,10.611251,782,2025-04-30
2181,94953.2,95011.7,94950.7,95041.7,10.474434,821,2025-04-30
2182,95011.7,94944.1,94944.0,95020.7,10.397313,1216,2025-04-30
2183,94944.1,94919.0,94916.2,94945.8,10.7314,856,2025-04-30
2184,94919.4,94966.8,94919.4,94998.0,10.512106,993,2025-04-30
2185,94966.7,94985.7,94948.6,94987.8,10.483819,625,2025-04-30
2186,94985.6,94903.7,94903.7,94985.6,10.573795,650,2025-04-30
2187,94903.7,94867.2,94865.0,94903.8,10.515248,342,2025-04-30
2188,94867.2,94907.3,94867.2,94907.4,10.557016,776,2025-04-30
2189,94907.3,94892.3,94849.3,94912.5,10.557325,1294,2025-04-30
2190,94892.3,94939.4,94879.5,94955.0,10.550921,1254,2025-04-30
2191,94939.4,94901.2,94877.9,94945.5,10.534704,944,2025-04-30
2192,94901.2,94939.1,94888.5,94939.1,10.537858,922,2025-04-30
2193,94939.7,94892.4,94883.9,94952.4,10.540667000000001,1051,2025-04-30
2194,94892.4,94986.4,94883.9,94992.2,10.516717,1455,2025-04-30
2195,94986.3,94946.5,94929.2,94986.3,10.539091,1584,2025-04-30
2196,94946.3,94993.8,94929.6,95000.0,10.44202,1216,2025-04-30
2197,94993.8,94952.7,94952.7,95031.5,10.6009,1095,2025-04-30
2198,94952.7,94922.0,94918.3,94952.7,10.463208,560,2025-04-30
2199,94922.0,94967.6,94909.7,94983.9,10.611312,1107,2025-04-30
2200,94967.6,94975.7,94950.7,94977.8,10.544076,1126,2025-04-30
2201,94975.7,94946.2,94938.1,95000.0,10.468973,1811,2025-04-30
2202,94946.4,95007.6,94931.4,95025.8,10.545955,1125,2025-04-30
2203,95007.6,95010.3,94990.0,95010.3,10.400951000000001,297,2025-04-30
2204,95010.3,95038.0,95010.3,95055.0,10.422016,536,2025-04-30
2205,95038.0,95021.1,95021.1,95046.5,10.668349000000001,252,2025-04-30
2206,95021.1,95032.2,95002.8,95032.3,10.030082,651,2025-04-30
2207,95032.2,95036.1,95026.6,95038.1,11.122132,497,2025-04-30
2208,95036.1,95070.3,95036.0,95075.3,10.403665,525,2025-04-30
2209,95070.3,95123.9,95066.3,95124.0,10.642256,709,2025-04-30
2210,95123.9,95093.6,95093.5,95130.5,10.436603,823,2025-04-30
2211,95093.6,95111.6,95091.6,95120.3,10.400138,682,2025-04-30
2212,95111.6,95104.2,95101.6,95130.0,10.575241,781,2025-04-30
2213,95104.1,95146.5,95080.9,95149.7,10.616755,802,2025-04-30
2214,95146.5,95200.0,95114.9,95200.0,10.424886,1203,2025-04-30
2215,95200.0,95146.2,95146.2,95217.0,10.619101,809,2025-04-30
2216,95145.9,95054.9,95039.4,95145.9,10.515741,1461,2025-04-30
2217,95054.9,95160.0,95043.1,95160.0,10.503038,1023,2025-04-30
2218,95160.0,95163.0,95160.0,95216.5,10.504095,949,2025-04-30
2219,95163.0,95145.7,95126.3,95163.0,10.193097999999999,409,2025-04-30
2220,95145.7,95223.3,95137.9,95223.3,10.81476,623,2025-04-30
2221,95223.3,95196.9,95186.3,95234.5,10.497893,719,2025-04-30
2222,95196.8,95215.8,95182.1,95227.0,10.476302,581,2025-04-30
2223,95215.8,95136.6,95122.0,95215.8,10.526721,1166,2025-04-30
2224,95136.7,95160.9,95136.7,95207.2,10.421765,858,2025-04-30
2225,95160.8,95206.5,95126.9,95206.5,10.632352,737,2025-04-30
2226,95206.5,95111.5,95110.4,95223.4,10.437439,1280,2025-04-30
2227,95111.5,95071.3,95051.0,95119.1,10.589485,1204,2025-04-30
2228,95071.3,95141.6,95071.3,95153.5,10.428733,682,2025-04-30
2229,95141.5,95192.1,95122.3,95192.1,10.597736,783,2025-04-30
2230,95192.1,95179.7,95156.0,95194.1,10.462352000000001,945,2025-04-30
2231,95179.7,95053.8,95052.2,95179.7,10.447709,956,2025-04-30
2232,95053.8,95003.7,94999.3,95090.5,10.616789,1187,2025-04-30
2233,95003.7,94967.9,94937.8,95003.7,10.494894,764,2025-04-30
2234,94967.9,94890.4,94890.4,94967.9,10.528346,678,2025-04-30
2235,94890.3,94915.4,94885.8,94947.7,10.447298,699,2025-04-30
2236,94915.4,95003.7,94908.9,95003.7,10.608011,544,2025-04-30
2237,95003.7,94942.0,94929.1,95032.2,10.586859,1168,2025-04-30
2238,94942.0,94932.8,94905.0,94987.2,10.528912,1247,2025-04-30
2239,94932.8,94960.0,94926.8,95011.3,10.456148,718,2025-04-30
2240,94959.5,94905.1,94902.9,94976.3,10.428628,646,2025-04-30
2241,94905.1,95022.6,94905.1,95024.9,10.570636,727,2025-04-30
2242,95022.6,94982.2,94961.1,95023.0,10.599218,804,2025-04-30
2243,94982.3,95013.2,94982.3,95044.9,10.594791,503,2025-04-30
2244,95013.2,94805.8,94800.6,95013.2,10.393393,1381,2025-04-30
2245,94805.8,94796.5,94752.9,94818.5,10.702339,830,2025-04-30
2246,94796.4,94706.8,94705.3,94796.4,10.534021000000001,445,2025-04-30
2247,94706.8,94694.7,94684.5,94708.8,10.551544,250,2025-04-30
2248,94694.7,94640.0,94640.0,94706.5,10.558487,410,2025-04-30
2249,94639.7,94661.6,94626.2,94661.6,10.546121,312,2025-04-30
2250,94661.6,94653.2,94653.2,94741.4,10.452783,747,2025-04-30
2251,94653.2,94680.1,94653.2,94742.7,10.72206,753,2025-04-30
2252,94680.1,94737.3,94650.4,94740.5,10.535496,1102,2025-04-30
2253,94737.3,94659.3,94626.9,94748.5,10.424009,840,2025-04-30
2254,94659.3,94600.1,94600.1,94659.3,8.483924,340,2025-04-30
2255,94600.0,94580.1,94580.0,94601.0,12.707934,303,2025-04-30
2256,94580.0,94484.8,94484.0,94580.0,10.679175,757,2025-04-30
2257,94484.8,94498.7,94475.0,94514.6,10.582096,559,2025-04-30
2258,94498.7,94500.0,94492.5,94524.9,10.300924,634,2025-04-30
2259,94500.0,94520.9,94479.0,94526.8,10.672897,638,2025-04-30
2260,94520.9,94579.0,94510.1,94596.0,10.289755,811,2025-04-30
2261,94579.0,94590.0,94551.1,94612.1,11.054162,731,2025-04-30
2262,94590.0,94551.8,94551.7,94609.8,10.501895,861,2025-04-30
2263,94551.8,94472.6,94461.1,94583.6,10.528389,779,2025-04-30
2264,94472.5,94394.6,94394.6,94476.1,10.645871,734,2025-04-30
2265,94394.3,94454.4,94375.1,94454.4,10.63265,564,2025-04-30
2266,94454.4,94413.6,94389.3,94510.9,10.560046,915,2025-04-30
2267,94414.3,94450.6,94400.2,94460.7,10.636781,335,2025-04-30
2268,94442.7,94377.3,94361.4,94442.7,10.572682,659,2025-04-30
2269,94377.3,94451.6,94347.7,94458.1,10.570759,659,2025-04-30
2270,94451.6,94483.1,94451.6,94501.3,10.563578,485,2025-04-30
2271,94483.1,94406.1,94385.6,94483.1,10.654026,520,2025-04-30
2272,94406.1,94488.9,94397.5,94491.6,10.580869999999999,709,2025-04-30
2273,94488.9,94434.2,94434.2,94513.5,10.464332,651,2025-04-30
2274,94434.2,94494.1,94398.3,94494.1,10.48473,875,2025-04-30
2275,94494.1,94512.2,94491.5,94529.0,10.712098,558,2025-04-30
2276,94512.4,94399.2,94387.8,94529.0,10.661905,930,2025-04-30
2277,94399.1,94429.4,94360.1,94429.4,10.532411,506,2025-04-30
2278,94429.4,94429.4,94421.9,94429.4,10.452446,96,2025-04-30
2279,94429.4,94400.0,94398.3,94429.4,10.696299,474,2025-04-30
2280,94400.0,94463.0,94349.9,94463.0,10.655725,1911,2025-04-30
2281,94463.0,94564.9,94462.9,94592.2,10.561141,815,2025-04-30
2282,94564.9,94584.8,94548.8,94609.9,10.601497,993,2025-04-30
2283,94584.8,94598.3,94546.1,94598.3,10.575744,673,2025-04-30
2284,94598.3,94582.7,94569.5,94625.9,10.006811,957,2025-04-30
2285,94582.7,94578.9,94574.4,94600.0,10.869698,515,2025-04-30
2286,94578.9,94597.5,94573.2,94625.6,10.829879,964,2025-04-30
2287,94597.5,94488.0,94485.3,94597.5,10.62341,989,2025-04-30
2288,94488.0,94557.1,94429.7,94606.8,10.56946,2701,2025-04-30
2289,94557.1,94540.0,94524.4,94580.0,8.770438,637,2025-04-30
2290,94540.0,94529.9,94529.9,94540.0,12.382462,87,2025-04-30
2291,94529.9,94546.1,94525.7,94564.9,10.565145,413,2025-04-30
2292,94546.1,94379.5,94370.0,94546.1,10.622223,1685,2025-04-30
2293,94379.5,94448.3,94359.2,94448.3,10.587348,1490,2025-04-30
2294,94448.3,94380.9,94380.9,94475.6,10.594857,1149,2025-04-30
2295,94380.9,94295.1,94295.0,94392.8,10.473184,1430,2025-04-30
2296,94295.1,94276.8,94216.28,94300.0,10.730384,1495,2025-04-30
2297,94276.8,94401.7,94276.8,94415.4,10.600959,1330,2025-04-30
2298,94401.7,94300.0,94270.0,94436.2,10.567133,1464,2025-04-30
2299,94300.0,94304.0,94300.0,94337.9,10.629595,1570,2025-04-30
2300,94304.2,94394.2,94300.0,94394.3,10.601694,1063,2025-04-30
2301,94394.2,94418.7,94374.9,94454.5,10.596382,1265,2025-04-30
2302,94419.3,94518.8,94419.3,94518.8,10.194421,416,2025-04-30
2303,94518.8,94547.6,94496.2,94578.1,10.893834,474,2025-04-30
2304,94547.6,94644.7,94536.5,94650.9,10.623316,712,2025-04-30
2305,94644.7,94481.2,94471.5,94655.8,10.481515,884,2025-04-30
2306,94481.2,94479.7,94444.8,94501.5,10.651341,905,2025-04-30
2307,94479.7,94454.9,94437.2,94571.1,10.578969,1111,2025-04-30
2308,94454.9,94432.3,94432.3,94522.1,10.178464,1358,2025-04-30
2309,94432.3,94418.4,94410.8,94432.3,10.991969,208,2025-04-30
2310,94418.4,94338.0,94338.0,94465.1,10.537891,1169,2025-04-30
2311,94338.0,94341.1,94337.6,94434.4,10.552525,992,2025-04-30
2312,94341.1,94405.2,94333.8,94421.3,10.754594,1229,2025-04-30
2313,94405.2,94552.0,94405.2,94552.0,10.581258,933,2025-04-30
2314,94552.6,94476.2,94456.2,94553.6,10.479904,809,2025-04-30
2315,94476.2,94308.0,94308.0,94483.9,10.695521,1252,2025-04-30
2316,94307.14,94157.2,94157.2,94307.14,10.57266,1531,2025-04-30
2317,94157.2,94071.6,94060.5,94157.2,10.393896,1088,2025-04-30
2318,94071.6,94132.6,94071.6,94132.6,10.802228,353,2025-04-30
2319,94132.6,94017.5,94017.4,94153.7,10.715355,1236,2025-04-30
2320,94017.5,94000.0,94000.0,94022.6,10.448357,821,2025-04-30
2321,94000.0,93919.2,93918.4,94000.0,10.764541,954,2025-04-30
2322,93919.2,93900.0,93900.0,93936.9,10.70554,520,2025-04-30
2323,93900.0,93841.3,93817.6,93900.0,10.644933,700,2025-04-30
2324,93832.8,93861.9,93832.8,93875.1,10.676965,490,2025-04-30
2325,93861.9,93771.2,93761.8,93861.9,10.464571,742,2025-04-30
2326,93770.4,93822.2,93739.3,93828.0,10.801973,594,2025-04-30
2327,93821.1,93783.2,93753.2,93859.4,10.652699,1144,2025-04-30
2328,93781.4,93740.8,93704.1,93781.5,10.379289,929,2025-04-30
2329,93740.8,93760.3,93740.8,93776.5,10.590577,176,2025-04-30
2330,93761.4,93713.2,93713.2,93788.7,10.738934,403,2025-04-30
2331,93713.1,93682.0,93681.4,93713.1,10.649357,341,2025-04-30
2332,93682.0,93738.8,93682.0,93743.1,10.563431,235,2025-04-30
2333,93739.1,93766.0,93739.1,93766.0,11.125906,296,2025-04-30
2334,93766.0,93817.8,93737.8,93819.8,10.447756,565,2025-04-30
2335,93817.8,93811.8,93811.8,93856.5,10.867847,429,2025-04-30
2336,93811.5,93785.9,93765.8,93811.5,10.704508,277,2025-04-30
2337,93785.9,93854.3,93785.9,93862.5,9.747239,440,2025-04-30
2338,93854.3,93892.4,93854.3,93919.0,11.451834,448,2025-04-30
2339,93892.4,93903.5,93837.2,93903.6,10.702595,707,2025-04-30
2340,93903.5,93893.1,93855.9,93903.5,10.710194,412,2025-04-30
2341,93893.2,93840.3,93840.3,93940.9,10.520272,462,2025-04-30
2342,93840.3,93767.5,93767.5,93840.4,10.744896,253,2025-04-30
2343,93767.4,93706.5,93706.5,93767.4,10.679294,353,2025-04-30
2344,93706.5,93714.5,93686.52,93718.4,10.654312000000001,411,2025-04-30
2345,93714.5,93743.8,93714.5,93800.1,10.621071,626,2025-04-30
2346,93743.8,93720.0,93628.5,93743.8,10.753998,1273,2025-04-30
2347,93719.2,93678.9,93627.5,93720.4,10.690421,650,2025-04-30
2348,93678.9,93708.9,93639.7,93720.8,10.318174,1258,2025-04-30
2349,93708.9,93829.2,93693.5,93837.6,10.973256,949,2025-04-30
2350,93828.7,93825.9,93790.0,93842.3,10.521011,474,2025-04-30
2351,93825.7,93783.5,93783.3,93833.5,10.690418,740,2025-04-30
2352,93783.9,93654.7,93654.7,93793.4,10.816143,919,2025-04-30
2353,93654.2,93678.9,93627.1,93695.2,10.67844,571,2025-04-30
2354,93678.9,93593.5,93593.5,93686.2,10.670632,1032,2025-04-30
2355,93593.4,93570.6,93565.7,93598.1,10.701884,918,2025-04-30
2356,93570.6,93607.2,93551.8,93628.2,10.587649,990,2025-04-30
2357,93606.4,93505.8,93500.0,93606.4,10.774824,1162,2025-04-30
2358,93505.7,93500.0,93500.0,93543.9,10.561069,664,2025-04-30
2359,93500.0,93500.0,93500.0,93500.0,10.799175,180,2025-04-30
2360,93500.0,93406.0,93406.0,93500.0,10.649334,1070,2025-04-30
2361,93406.0,93373.0,93373.0,93446.4,10.786388,714,2025-04-30
2362,93372.7,93407.3,93345.2,93419.8,10.728422,605,2025-04-30
2363,93407.3,93403.8,93388.3,93460.1,10.506334,720,2025-04-30
2364,93402.7,93332.3,93332.2,93425.4,10.907447,1044,2025-04-30
2365,93332.2,93281.9,93281.9,93351.7,10.648927,1059,2025-04-30
2366,93281.9,93224.3,93210.0,93283.1,10.615727,1164,2025-04-30
2367,93224.0,93199.0,93198.9,93268.8,10.907231,675,2025-04-30
2368,93199.0,93130.4,93130.4,93220.0,10.526715,1137,2025-04-30
2369,93130.4,93091.5,93091.5,93140.5,10.92853,877,2025-04-30
2370,93091.5,93071.5,93054.7,93091.5,10.232512,721,2025-04-30
2371,93071.5,93087.0,93071.5,93138.2,11.185026,695,2025-04-30
2372,93086.5,93051.2,93029.0,93086.5,10.792318,780,2025-04-30
2373,93051.3,93090.0,93027.1,93090.0,10.708388,739,2025-04-30
2374,93090.0,93037.1,93014.8,93099.9,10.570677,673,2025-04-30
2375,93037.1,93000.0,93000.0,93040.8,10.980327,1310,2025-04-30
2376,93000.0,92959.4,92920.0,93015.1,10.773801,1575,2025-04-30
2377,92959.4,92958.2,92914.5,92963.3,10.668054,664,2025-04-30
2378,92958.3,93026.8,92952.2,93026.8,9.678348,607,2025-04-30
2379,93026.8,93220.3,93026.4,93220.3,11.816839,765,2025-04-30
2380,93220.3,93301.4,93212.1,93306.9,10.75762,846,2025-04-30
2381,93301.4,93372.6,93230.1,93380.3,10.769703,1169,2025-04-30
2382,93372.5,93354.1,93262.5,93372.5,10.686736,861,2025-04-30
2383,93354.1,93400.0,93322.9,93400.0,10.174824000000001,451,2025-04-30
2384,93400.0,93454.1,93400.0,93454.1,11.203628,363,2025-04-30
2385,93454.1,93518.3,93442.6,93519.6,10.696964,507,2025-04-30
2386,93518.3,93586.1,93511.1,93586.1,10.758416,623,2025-04-30
2387,93586.2,93440.0,93428.9,93600.0,10.45071,724,2025-04-30
2388,93439.8,93423.5,93355.6,93439.8,10.950559,460,2025-04-30
2389,93423.6,93436.4,93412.5,93461.9,10.558086,434,2025-04-30
2390,93435.4,93422.0,93413.4,93468.1,10.845359,420,2025-04-30
2391,93422.1,93380.8,93361.2,93443.8,10.695798,664,2025-04-30
2392,93380.8,93340.3,93325.1,93380.8,10.041337,643,2025-04-30
2393,93340.3,93304.2,93260.1,93365.9,11.388587000000001,647,2025-04-30
2394,93304.2,93258.7,93258.5,93311.2,10.705109,692,2025-04-30
2395,93258.7,93312.0,93225.3,93312.0,10.71072,666,2025-04-30
2396,93312.0,93347.5,93290.0,93362.0,10.453336,673,2025-04-30
2397,93347.5,93262.1,93257.6,93375.6,11.031157,868,2025-04-30
2398,93262.1,93225.4,93225.4,93294.7,10.721638,563,2025-04-30
2399,93225.4,93225.2,93183.1,93230.2,10.602618,644,2025-04-30
2400,93225.2,93281.3,93225.2,93281.4,9.859523,449,2025-04-30
2401,93281.4,93373.5,93281.4,93373.5,11.689923,538,2025-04-30
2402,93373.5,93290.5,93290.5,93394.9,10.728642,817,2025-04-30
